Temperature (°C),Humidity (%),Accel_X (g),Accel_Y (g),Accel_Z (g),Soil_Moisture,Light_Intensity (Lux),LIS3DH_Temp (°C),BME680_Temp (°C),BME680_Humidity (%),BME680_Pressure (hPa),BME680_Gas (Ohms)
33.66,78.83,-0.254,-1.002,1.212,266.2900000000001,1443.83,21.37,27.83,37.88,1028.4,313.7
31.19,60.6,-0.43999999999999995,1.136,0.08099999999999999,250.04,947.12,22.18,28.61,50.14,1032.6,617.54
30.26,79.03,1.074,1.411,1.93,736.53,1379.34,24.97,34.21,58.31,1047.51,340.68
25.78,46.98,-0.787,1.011,1.6399999999999997,251.18,693.08,31.97,21.76,50.72,1042.51,428.96
31.49,75.23,1.936,0.551,1.56,728.05,1968.58,28.38,24.22,47.13,1047.31,168.41999999999996
34.09,31.51,-0.401,-1.1739999999999997,0.11800000000000002,332.25,1925.46,28.43,29.22,76.73,1030.1,909.77
31.18,65.98,0.281,-0.9979999999999999,0.794,749.5,1147.65,23.11,21.55,41.49,1044.32,789.76
23.05,32.4,1.2520000000000002,0.351,1.446,319.97,1867.77,27.59,23.38,60.16,1013.62,673.38
24.35,46.5,1.189,1.147,-1.42,722.34,1224.59,25.02,22.23,78.68,981.72,313.54
28.38,37.1,0.152,1.221,1.151,302.18,1395.56,22.91,34.6,34.83,1026.98,224.75
22.25,78.3,0.147,-0.028999999999999998,-1.614,224.37,1028.94,23.77,30.88,49.1,951.18,571.42
24.67,55.93,-0.7529999999999999,0.5,1.902,352.52,1876.3,28.9,30.73,37.35,1039.35,914.04
33.47,73.92,1.9990000000000003,0.118,-0.304,766.31,827.26,33.86,30.49,53.69,996.72,658.25
26.23,46.33,0.786,0.35,-0.397,526.14,321.20000000000005,27.07,33.49,35.04,1021.31,755.19
28.17,60.63,-0.065,-1.858,0.69,552.79,1331.24,23.24,25.49,70.7,980.47,115.32
28.85,51.92,-1.28,0.258,1.487,284.14,335.0099999999999,24.12,34.35,35.02,1037.56,293.69
26.45,69.22,0.49900000000000005,-0.559,0.8709999999999999,462.65,962.43,29.56,21.85,64.06,1031.02,226.99
25.9,78.07,0.617,-0.079,0.549,359.52,313.13,24.8,20.89,48.11,1028.81,497.91
22.83,43.0,-1.749,0.554,0.398,600.96,1114.04,29.48,30.69,79.52,971.34,978.8
28.84,72.97,-0.407,1.444,-0.589,546.76,1836.8,31.78,34.04,63.99,1042.79,214.28999999999996
28.48,67.81,0.897,-1.785,-0.063,223.78999999999996,1571.47,34.82,25.88,60.86,1019.32,250.48000000000002
26.56,68.26,-1.441,-1.06,0.302,378.01,515.33,21.92,24.42,30.8,963.82,775.59
33.97,75.89,-1.938,-0.809,-0.708,722.92,344.02,26.15,31.69,30.43,1040.42,617.6
27.83,52.3,1.985,-0.573,0.23599999999999996,382.14,378.04999999999995,30.31,26.24,70.57,981.47,609.7
34.4,65.67,1.824,1.734,1.954,509.0,496.5899999999999,29.12,29.3,38.76,1037.58,225.43
24.37,67.25,1.313,-0.837,-1.977,379.64,1597.19,34.79,28.87,41.14,1031.04,141.31
21.92,58.09,0.336,-0.83,-0.83,419.61,1448.08,31.8,23.21,46.02,1047.23,809.59
31.14,50.41,-1.8709999999999998,-1.51,1.553,368.03,174.39,23.97,34.97,65.16,1038.89,764.41
27.2,35.06,-0.204,0.432,-1.78,265.99,1792.24,25.31,21.61,47.84,1008.88,341.01
28.62,31.36,-1.3389999999999997,-1.915,1.164,307.38,1586.75,29.69,27.72,67.12,1016.59,336.46
21.13,72.76,0.083,-0.144,-0.089,665.0,1919.61,22.37,33.78,49.32,1021.63,562.31
33.18,47.95,-0.797,-0.513,-1.711,560.38,1245.06,27.55,20.58,37.92,963.48,706.46
20.29,69.01,1.4329999999999998,-0.788,-1.825,745.16,1740.48,26.59,24.86,37.15,1011.01,691.13
28.42,62.84,-1.62,-0.348,-1.519,326.11,464.9100000000001,20.18,29.44,34.24,1032.92,506.37
22.84,79.36,-1.488,-1.842,0.07899999999999999,310.86,961.78,32.68,32.02,55.45,1006.41,887.97
26.68,46.3,1.914,0.513,-0.266,514.52,270.6700000000001,31.79,33.37,34.12,1035.12,422.27
21.27,58.61,-0.256,1.358,1.39,717.69,1043.41,22.23,31.96,35.2,950.91,804.33
25.99,51.53,-1.8,0.254,0.7879999999999999,233.0,1311.44,23.96,27.26,55.9,1030.44,756.16
29.31,30.48,-0.34,0.107,-0.181,250.82,646.98,21.36,29.54,41.0,998.8,209.41999999999996
20.13,71.45,0.732,0.724,-1.331,335.63,430.0400000000001,24.6,32.98,52.91,987.79,927.1
24.94,33.97,0.002999999999999999,-1.399,-0.441,532.29,1222.99,23.08,25.49,70.85,953.73,868.31
26.28,71.58,-0.367,-0.046000000000000006,-0.045,330.46,852.27,32.0,31.39,42.36,1036.01,620.97
26.45,64.5,-0.129,0.46,0.38,521.42,304.88,28.15,31.81,68.36,980.37,841.33
25.36,77.74,0.043,-1.547,-1.8779999999999997,308.91,258.51,28.99,27.4,79.54,977.58,421.16
22.38,45.95,-0.038,1.107,1.239,241.13,1398.65,32.34,33.69,65.31,979.32,563.52
32.67,37.42,-0.818,-1.5689999999999997,0.727,402.32,1450.64,20.66,20.05,46.12,984.23,127.06
28.82,37.26,1.57,0.069,0.35,649.35,885.2,28.82,26.35,58.08,990.72,190.07
31.01,40.99,1.973,0.184,-0.10600000000000001,575.97,1464.11,29.38,28.2,68.69,987.3,860.02
31.12,46.44,-0.289,-1.365,-0.7049999999999998,446.78,1749.48,33.22,21.15,48.0,1004.55,952.87
20.62,41.92,-1.8249999999999997,1.022,0.214,329.89,1417.32,21.76,27.62,47.6,1027.87,292.88
33.72,45.11,0.31700000000000006,-1.811,0.32400000000000007,671.59,734.57,34.83,25.97,45.58,1007.62,875.74
22.21,66.37,-1.627,-0.127,0.687,374.1,1785.82,33.57,24.29,31.65,1019.93,239.46000000000004
20.4,30.13,-1.545,0.374,1.106,692.73,960.9,22.96,22.56,47.82,1017.02,571.44
22.41,62.93,-0.211,0.576,0.278,776.34,1107.01,20.76,32.72,31.6,1042.08,485.56
21.46,56.8,1.501,1.711,-0.997,335.84,1428.17,25.97,33.22,38.44,960.51,740.95
33.7,50.93,0.688,1.617,-1.609,303.31999999999994,1191.18,34.52,22.96,57.17,960.73,659.93
30.1,72.96,-1.083,-0.656,0.04299999999999999,379.84,1741.8,28.62,32.21,33.66,1026.36,146.99
27.5,73.73,1.061,0.327,-0.832,456.09,294.05999999999995,32.56,33.71,49.45,973.79,364.2
32.12,47.71,-0.354,-0.6120000000000001,-1.202,663.6,1001.38,30.9,30.77,30.45,1043.12,586.33
20.22,32.67,-1.824,1.85,1.835,731.59,1485.17,23.13,33.52,63.01,1048.23,884.19
27.77,67.39,1.007,-0.465,1.738,322.98,1234.87,24.91,27.92,51.45,1020.9,215.23000000000002
32.49,42.9,-0.283,-0.037,1.055,637.41,1045.91,34.44,25.96,73.82,971.45,845.61
23.0,33.82,0.167,0.349,1.286,739.71,1222.8,26.01,27.68,59.41,952.11,664.97
24.01,34.9,0.747,-0.29,1.2869999999999997,428.76,648.79,29.36,29.64,57.94,955.11,448.59
23.56,67.5,0.040999999999999995,1.526,1.3250000000000002,610.33,1718.19,23.92,27.9,53.57,971.27,123.18
26.67,70.37,-1.132,-0.698,-0.098,335.94,1927.79,28.55,20.39,33.1,995.45,578.78
26.1,75.62,1.938,-1.956,1.4440000000000002,510.46,865.5,30.67,27.61,57.51,955.47,618.59
30.56,39.11,-0.708,1.6800000000000002,-1.654,345.02,104.30999999999995,28.5,34.1,62.04,981.84,209.3
31.02,49.57,-0.065,1.289,-0.942,493.74,1233.36,34.33,26.89,75.66,985.93,155.11
29.31,72.44,-1.108,0.704,1.095,573.55,1829.4300000000003,30.2,32.64,63.32,980.79,775.36
22.44,53.44,0.268,0.456,-0.797,611.59,1729.22,23.05,20.96,39.61,973.55,103.70999999999998
21.34,34.81,-1.2,-1.663,-1.406,605.05,1888.64,21.77,26.94,40.47,1028.65,522.61
23.09,73.17,-1.616,1.474,-1.083,603.99,490.02,28.37,26.79,37.56,961.95,699.63
32.66,31.22,1.293,-1.175,0.942,517.63,1191.42,34.14,23.01,39.72,995.93,907.47
23.7,41.85,1.017,-1.625,-1.884,463.59,674.45,34.0,20.62,67.29,982.71,934.65
34.65,52.17,1.948,-0.012000000000000002,-0.87,413.95,619.84,26.81,27.79,69.58,950.51,861.41
31.54,64.01,-0.884,-1.54,-1.8,685.04,152.14,28.26,34.25,52.07,961.08,543.34
29.58,31.83,0.14099999999999996,-1.761,-1.886,636.67,1784.57,22.09,28.35,72.22,1013.58,906.08
20.55,33.93,0.642,1.189,-0.045,416.48,266.78,25.06,23.0,58.48,993.17,118.34000000000003
29.44,37.71,-1.001,0.899,1.987,698.92,707.04,22.18,22.22,34.62,1039.74,471.3
32.05,55.29,1.612,1.5849999999999997,0.23499999999999996,699.17,1637.35,28.29,28.94,71.24,1030.88,921.01
22.68,30.61,1.938,1.749,-1.613,377.19,1476.03,29.89,29.79,62.76,1002.96,818.87
34.0,34.58,-1.194,-0.545,-0.34,311.42,183.44000000000005,20.65,28.44,76.44,953.61,139.01
27.31,73.55,-0.708,-1.6260000000000001,1.592,744.42,624.75,26.06,23.81,53.58,954.47,866.19
27.33,49.34,1.71,-1.987,0.813,227.14,1183.23,24.18,24.89,77.45,1035.33,314.53
30.07,61.46,0.0019999999999999983,0.047,-1.253,672.02,1232.99,30.64,24.09,58.9,966.71,741.61
29.32,67.39,-0.613,1.055,1.33,205.89,1538.06,20.69,34.55,54.22,967.94,119.80000000000001
28.76,59.68,-0.71,1.604,-0.258,650.92,1344.16,25.83,33.73,36.45,985.5,765.5
22.19,42.67,-0.028,-0.252,-1.056,708.82,1505.07,31.72,20.06,62.95,1030.18,592.71
24.91,60.56,0.098,-0.77,0.632,735.08,1848.54,26.2,23.78,38.99,985.26,546.82
26.67,70.33,-0.094,-1.388,0.882,280.14,1082.45,32.61,32.69,69.11,1010.87,879.06
21.99,59.7,0.0019999999999999983,1.006,0.403,443.85,1386.82,33.2,29.9,38.96,998.12,756.84
24.55,57.97,0.873,-0.184,-1.704,490.19,955.52,27.94,28.28,43.52,975.26,739.24
25.34,57.5,1.961,1.2960000000000003,-0.628,381.25,110.04999999999995,30.92,30.67,33.98,982.3,563.23
32.57,39.88,1.9159999999999997,-0.11,0.11699999999999999,731.86,1083.48,28.48,32.3,47.81,955.56,869.81
22.31,35.46,0.006999999999999999,1.626,-1.891,251.31,328.26,34.07,23.26,56.37,975.99,477.32
27.93,50.85,1.9880000000000002,0.495,-0.313,624.34,1518.59,23.57,22.46,67.15,956.55,865.66
29.89,36.59,1.488,0.314,-1.62,698.93,1819.85,21.41,20.74,69.33,1027.63,913.62
21.02,70.29,-0.247,0.377,1.126,210.15999999999997,1386.08,23.01,27.83,65.73,1040.11,739.64
31.02,49.62,-0.05500000000000001,1.462,1.242,405.46,1428.48,32.07,22.71,73.49,981.11,580.1
28.45,35.39,-0.115,-1.665,1.498,570.71,1489.13,25.76,26.13,59.02,986.59,265.45
25.18,43.45,0.178,-0.562,-1.753,218.45,1169.2,22.64,25.37,63.41,992.63,380.01
20.86,72.36,-1.303,1.717,-1.897,391.86,950.87,30.82,33.76,78.61,983.16,380.48
27.33,38.33,-0.2,-1.374,-1.087,411.7,495.86,27.38,21.37,77.56,986.91,215.10000000000002
29.49,58.89,-0.396,0.947,1.527,325.81,145.11,32.84,23.48,67.73,990.76,801.33
30.84,68.5,-1.048,-1.94,1.826,345.25,1676.7,29.72,33.38,38.63,1042.75,282.55
29.92,61.01,-1.151,1.857,-0.426,729.66,743.73,23.06,23.72,48.32,1008.55,234.15999999999997
25.26,32.36,-0.446,-0.033,-1.45,247.22000000000003,594.84,25.61,25.18,50.71,1019.96,840.81
27.63,32.74,0.9810000000000001,1.3339999999999999,1.803,769.85,977.38,34.13,34.73,57.77,1043.2,788.13
24.25,35.51,-0.48,1.64,0.8370000000000001,609.86,1844.62,22.37,32.3,70.96,980.9,897.41
33.93,34.8,0.436,-0.886,1.38,612.48,779.47,26.53,33.02,37.07,1031.91,425.06
26.32,66.65,-0.503,0.30799999999999994,0.848,543.34,1972.35,25.65,28.53,70.31,989.65,756.6
25.28,79.79,1.8960000000000001,-0.086,-0.965,549.4,1128.6,32.2,29.1,60.53,1028.53,967.73
25.31,79.19,0.155,-0.525,1.142,786.6,315.53999999999996,22.32,23.72,38.3,998.95,427.95
27.41,78.05,-1.229,0.013,-0.436,353.15,961.03,26.49,26.17,47.47,1048.69,695.74
31.09,77.71,1.5970000000000002,0.57,0.7349999999999999,670.59,1913.07,25.65,24.18,41.91,991.16,285.87
27.64,60.51,-1.79,0.608,0.9260000000000002,366.59,732.81,33.26,32.03,65.4,982.33,275.63
29.62,70.99,0.7609999999999999,1.91,-1.6480000000000001,674.55,1505.38,30.05,33.01,63.31,988.57,694.92
28.45,69.58,0.508,0.566,0.653,410.59,1722.27,33.97,21.87,42.33,1025.63,127.99000000000001
26.58,39.36,-1.573,0.153,1.868,780.64,1304.47,20.65,31.07,49.14,1007.33,287.11
32.61,49.52,0.49700000000000005,-0.6120000000000001,-0.313,740.53,254.39999999999998,20.2,32.75,39.2,953.96,120.30000000000001
31.07,65.59,1.993,0.962,-0.579,567.5,706.57,34.36,33.57,42.37,952.47,822.45
22.37,78.24,1.412,-0.443,-1.8989999999999998,287.76,875.91,24.19,27.48,40.86,1048.78,345.63
25.86,57.95,1.534,-0.243,1.922,551.59,195.04999999999995,22.91,26.9,67.44,1049.93,560.75
27.63,71.74,1.219,-1.532,1.436,728.94,656.38,22.59,22.94,43.39,1038.51,884.98
32.5,54.71,-0.318,0.819,-0.804,621.44,1922.57,22.5,27.02,60.92,958.2,652.83
27.67,44.24,1.831,-0.495,1.677,440.91,1764.77,33.06,22.45,45.2,1017.03,849.56
27.6,52.18,-0.581,0.5,1.303,315.0,1091.88,31.12,22.61,74.91,1000.81,418.07
31.31,34.3,0.3,0.108,-0.3,230.98000000000002,829.96,32.56,29.07,52.15,1007.43,494.79
34.45,35.38,1.795,-1.948,1.9460000000000002,568.77,1392.23,28.09,25.21,52.09,1016.76,616.48
20.87,31.29,-0.56,-0.596,0.7730000000000001,202.8,1062.65,25.78,31.88,79.44,1044.77,147.7
30.51,50.92,-0.898,-1.654,0.31,646.78,1537.54,20.05,28.53,79.14,1038.23,523.35
32.91,79.24,1.279,1.302,0.48700000000000004,308.71,1980.15,21.96,32.39,44.81,1006.74,569.71
21.67,58.3,0.041999999999999996,-0.963,-1.123,602.86,659.12,23.88,31.91,58.78,970.95,675.15
20.14,57.53,-0.811,1.931,-1.553,591.45,1602.46,26.64,21.63,36.65,985.84,116.69999999999999
20.72,31.41,-0.33,-1.6829999999999998,-0.577,284.72,901.14,31.78,31.0,67.88,1018.09,707.75
27.03,50.99,0.235,0.558,1.382,776.98,109.54999999999995,34.05,21.05,49.21,1000.28,387.01
34.34,76.8,-0.18500000000000003,0.147,-1.327,745.21,1592.24,22.17,21.14,68.1,964.65,407.52
20.11,54.7,-1.105,-1.376,-0.636,600.15,782.57,29.47,29.04,54.28,988.41,282.13
23.08,56.86,-1.519,1.747,0.48200000000000004,348.55,1631.71,34.29,32.3,36.73,973.59,825.17
27.07,61.0,-1.984,0.022,-0.924,725.01,1264.17,21.21,22.9,78.18,1037.71,349.27
30.92,72.54,0.52,0.455,0.6179999999999999,530.69,468.49,28.67,26.72,49.98,1017.8,574.12
28.65,44.87,-1.603,0.758,1.651,748.0,609.49,27.21,33.54,33.79,993.21,770.37
24.91,40.91,1.889,-0.926,0.68,505.42,1127.48,27.91,31.86,42.65,960.33,826.54
31.03,54.35,0.562,1.613,-1.685,389.31,1914.87,25.77,22.27,76.18,960.03,749.28
27.23,59.3,-0.288,-1.351,0.35,773.73,1459.04,31.29,30.82,74.39,1041.03,656.33
30.84,34.45,-1.853,-1.6410000000000002,1.526,229.25,1699.25,33.04,32.15,58.78,1014.96,753.8
28.34,56.73,0.749,0.039,-1.481,541.56,1718.82,25.12,31.12,40.14,1046.68,872.98
20.95,40.85,-1.367,-0.546,-0.546,692.96,1612.09,21.38,27.45,51.29,996.3,207.01
29.16,59.39,1.8039999999999998,-1.418,-0.965,485.6,1107.43,30.26,24.81,42.61,953.57,150.15999999999997
28.77,76.42,-0.567,-1.783,-1.118,568.75,1121.26,31.96,24.79,78.71,987.91,148.86
21.75,66.63,-0.009,0.40099999999999997,-0.301,263.37,953.47,24.75,24.78,73.69,1029.22,984.52
23.25,31.2,0.297,1.07,0.609,251.49,204.76999999999998,27.71,25.35,51.98,989.61,366.19
31.52,35.66,-1.088,-0.04,-1.342,731.36,1125.39,31.01,27.14,73.65,1036.22,906.85
27.53,61.32,-0.092,-0.0019999999999999996,0.47400000000000003,690.38,1502.99,32.44,27.11,56.11,1001.19,784.76
31.9,53.58,-0.68,0.233,-0.159,499.17,385.4200000000001,31.43,34.44,56.81,965.89,210.46000000000004
31.29,74.35,-1.405,-1.124,0.688,422.42,515.87,27.71,28.25,37.49,969.87,893.45
25.65,76.84,-0.807,0.071,0.277,416.95,1481.93,27.97,24.89,75.87,968.56,688.35
23.97,42.0,-0.624,-1.785,-0.20200000000000004,368.14,155.55999999999995,20.62,28.85,43.55,967.66,244.66999999999996
23.95,68.49,-0.411,-0.782,-1.272,693.77,1389.61,25.18,21.48,51.19,1015.4,269.42
33.47,31.1,0.406,-1.9070000000000003,-1.087,694.24,1517.63,30.16,32.92,51.51,967.19,229.5399999999999
22.43,42.23,-1.066,0.037,1.548,429.58,1846.9,28.79,24.32,71.1,1028.27,819.66
26.04,30.84,-1.538,-0.463,-1.509,358.88,1075.94,33.63,30.49,58.25,1031.49,284.35
26.8,41.28,-1.357,1.188,0.83,703.55,951.65,24.02,29.56,73.63,1045.96,306.11
32.61,53.57,-1.36,0.9020000000000001,-1.569,490.11,487.3399999999999,29.94,20.54,63.69,993.27,691.98
27.59,36.8,1.266,0.632,-1.387,788.11,603.88,28.12,26.82,71.57,1014.99,388.23
29.16,41.69,0.603,1.879,1.4609999999999999,341.26,975.98,20.33,25.85,34.4,1004.64,796.06
26.81,36.28,1.432,1.694,1.136,367.81,1157.9,22.87,27.15,61.66,960.55,564.61
27.82,67.97,-1.594,-1.061,-1.146,611.62,512.08,23.02,32.46,38.65,1018.12,457.49
24.85,68.55,-1.162,1.181,-0.838,528.42,428.71000000000004,31.24,24.84,34.22,972.68,352.11
32.75,60.93,-1.039,0.407,0.10899999999999999,690.89,1297.66,25.06,20.83,66.41,968.25,620.58
20.88,55.48,-1.182,0.339,-1.2950000000000002,247.32,1143.45,30.72,28.38,45.9,992.35,680.09
30.08,47.42,-1.652,1.367,-0.236,398.83,561.11,29.19,22.94,50.67,966.29,495.13
29.45,63.58,0.196,0.181,0.028000000000000004,676.45,417.52,22.94,30.36,31.92,1035.28,856.75
32.4,56.42,1.92,0.30699999999999994,-1.4350000000000003,352.14,245.10000000000014,28.16,30.44,36.07,1047.73,903.23
34.75,46.11,-0.648,0.886,-1.461,284.26,857.79,28.8,24.63,45.16,998.4,955.34
22.69,46.58,-1.612,1.81,0.421,391.67,1057.64,28.78,32.42,40.41,982.79,941.23
21.81,38.65,0.974,1.532,-1.246,546.4,423.65999999999997,20.69,33.95,42.2,975.52,313.88
21.86,30.69,-1.286,1.028,1.418,425.69,550.07,28.42,20.98,31.66,1024.53,748.26
30.26,76.75,1.8499999999999999,1.054,-1.49,627.38,250.44000000000005,30.17,25.95,65.78,955.38,734.46
23.79,71.82,1.634,-1.6449999999999998,-1.636,434.56,871.17,22.94,25.13,63.02,1008.93,688.87
31.76,44.69,0.49800000000000005,-0.518,0.162,274.67,1905.59,23.56,23.33,50.97,1042.61,878.91
21.16,48.58,0.324,-1.091,-0.835,636.37,1166.71,30.67,30.92,36.68,1031.17,975.79
29.93,79.58,0.34500000000000003,-0.503,-0.286,782.77,1083.31,22.52,23.28,79.85,1000.69,975.16
26.31,39.1,-1.4539999999999997,-1.553,0.01200000000000001,711.96,1253.93,26.11,23.19,32.97,958.33,813.82
28.57,36.63,-1.831,1.114,-1.702,267.0899999999999,860.34,29.47,25.2,58.42,1015.67,571.27
24.78,67.95,-0.967,-1.1739999999999997,-1.734,708.35,1833.96,22.35,31.56,56.02,999.71,890.02
27.6,58.54,-1.953,-1.187,-0.744,214.89999999999998,1484.68,24.51,21.1,68.15,1034.83,717.75
30.82,49.49,-0.872,-1.239,0.262,432.82,1449.11,30.54,26.59,54.55,1009.22,688.13
31.59,47.94,-0.821,1.831,-0.9130000000000001,621.24,984.92,33.62,31.77,73.27,975.72,799.27
23.17,74.93,0.074,-1.103,1.9079999999999997,581.76,1779.73,24.52,34.21,52.79,959.72,252.32
34.21,56.25,0.034,1.933,1.649,558.98,104.12,31.09,28.4,56.04,1029.67,611.76
26.95,45.29,-1.952,1.713,-1.191,423.97,951.17,27.17,29.72,41.99,1021.64,856.01
34.31,77.7,1.189,1.731,1.551,330.87,1847.27,33.77,28.61,50.47,981.58,954.29
24.18,75.13,-0.67,0.72,-1.146,356.74,919.14,20.58,28.7,42.63,969.86,417.28
28.41,43.94,0.171,-1.77,1.894,675.19,1633.57,22.56,32.3,33.36,977.2,206.72000000000003
32.6,60.26,-0.8350000000000001,-0.47,-0.282,782.56,265.71000000000004,26.02,33.6,58.9,985.81,918.19
31.01,40.87,-1.372,1.505,-1.6649999999999998,757.41,1907.87,29.2,20.98,42.42,1010.37,417.46
23.91,59.09,-1.099,0.175,-1.564,650.95,1067.02,28.0,25.0,76.4,994.58,479.15
34.28,31.49,1.688,1.14,-0.221,269.38,1600.63,32.18,26.81,43.01,1017.57,327.65
31.15,38.88,1.562,-1.226,1.6,575.64,1152.14,32.91,32.34,43.73,961.83,932.36
20.79,72.57,-1.2760000000000002,-0.438,-1.3249999999999997,313.45,699.69,31.22,21.86,32.96,989.82,425.25
32.99,68.97,-0.443,-1.559,1.87,710.06,1710.23,29.01,23.84,67.32,1024.76,687.27
33.05,62.32,0.201,1.2,-0.925,401.26,841.34,25.99,31.39,39.42,1027.35,330.06
32.58,37.96,0.939,0.194,0.508,298.75,1345.04,23.67,23.21,43.76,1021.95,942.71
29.17,73.97,-0.193,-0.983,-0.063,638.63,1748.69,25.81,20.15,57.8,960.15,346.55
31.77,34.94,-1.981,-0.136,-0.725,639.76,1965.95,33.62,33.18,32.59,993.14,378.4
20.41,45.07,1.2950000000000002,1.434,-0.423,463.67,756.49,27.41,24.98,51.53,1047.39,858.04
31.44,39.58,-0.32499999999999996,-1.461,0.632,459.19,237.25,34.21,33.15,61.91,979.7,750.48
33.8,45.14,1.443,1.697,1.144,478.08,419.1700000000001,27.1,32.06,77.84,1029.66,485.74
23.15,77.4,0.654,1.4289999999999998,-0.802,521.05,1436.59,21.24,31.81,58.05,991.4,258.54
24.77,69.25,0.713,-1.9829999999999999,-0.21,648.02,1256.17,21.87,34.87,44.39,997.72,277.98
33.4,64.87,1.834,0.483,1.82,671.85,566.35,25.16,25.67,73.88,955.01,859.76
24.56,55.86,1.5,-1.756,1.658,629.08,143.33000000000004,21.64,32.64,40.64,984.75,260.27
30.23,43.17,1.615,1.276,-0.051,707.26,1156.82,24.09,24.79,40.81,1023.0,152.35000000000002
22.75,32.92,-0.665,1.8279999999999998,-1.785,654.75,1002.32,32.82,23.85,39.96,967.49,469.88
25.34,63.43,-0.112,0.783,0.064,781.82,1685.32,27.54,32.66,45.17,1017.92,882.97
30.68,68.79,-0.433,1.734,-0.989,293.24,1582.66,23.83,23.37,44.34,960.82,345.07
29.87,65.84,-0.784,-0.095,-0.306,532.37,858.36,32.35,23.06,55.2,966.48,938.39
31.43,71.3,0.753,-0.341,-1.809,282.82,632.32,27.42,26.85,50.2,988.96,914.68
32.28,64.67,0.274,-0.713,-0.842,776.78,1962.74,34.32,27.66,48.12,1040.19,723.82
33.99,58.06,-0.498,1.037,-0.833,423.09,1882.68,33.06,20.63,71.31,1006.35,343.83
29.69,65.58,-1.6670000000000003,1.252,-1.876,773.24,238.73000000000002,27.18,34.54,75.2,1019.92,161.31
32.25,51.17,-1.191,-0.105,-1.143,615.82,947.92,31.5,23.93,30.02,1027.18,678.48
34.51,53.0,-0.949,-0.126,1.623,460.15,1539.64,21.59,26.2,30.63,978.53,377.43
34.29,75.54,0.59,-0.139,-0.027,491.09,426.65,31.54,27.0,74.49,1036.66,147.94
26.18,78.66,1.257,0.18,-1.158,702.22,1889.59,27.53,30.2,54.49,1042.22,106.10000000000002
26.45,79.22,-1.022,1.117,-0.757,264.31000000000006,625.08,27.76,31.06,36.9,995.87,567.76
32.989279757672456,68.91175507691196,1.244965511680015,-0.29402768210705904,0.31527596205534114,400.6415592956919,1498.7472017354041,25.399260779586882,32.47164139338337,70.52534497569228,959.3020167525111,249.5079379960593
29.253650064437647,67.63458884321473,-0.8633124590367321,1.6413247609696755,-0.4016802626574609,594.7040938814789,1365.28260397671,23.642688738873847,31.29385699907601,36.82726102485479,987.3501843878516,675.4510040992891
